"","Total_Score","Liked_By_Members","Quality_Of_Life_Score","Family_Score","Community_Score","Cost","Internet","Fun","Humidity_now","Air_Quality_Now","Air_Quality_Annual","Safety","Food_Safety","Lack_Of_Crime","Lack_Of_Racism","Education_Level","Power_Grid","Vulnerability_To_Climate_Change","Income_Level","English_Speaking","People_Density","Walkability","Peace","Traffic_Safety","Hospitals","Happiness","Nightlife","Free_Wifi_In_City","Places_To_Work_From","AC_Or_Heating","Friendly_To_Foreigners","Freedom_Of_Speech","Female_Friendly","LGBTQ_Friendly","Startup_Score","City","Rank","Unliked_By_Members","Temperature_now_celcius","Temperature_now_Farenheight","Temperature_now_Feels_Like_Celcius","Temperature_now_Feels_Like_Farenheight"
"374",2.41,NA,"Okay","Okay","Okay","1,807 ",22,"Okay",59,46,50,"Good","Good","Good","Bad",NA,"Good",NA,"318 ","Bad",NA,"Great","Okay","Okay",NA,"Okay","Bad","Bad","Great","Okay","Okay","Good","Bad","Bad","Bad","pristina",374,NA,19,66,19,66
"375",2.41,NA,"Okay","Okay","Okay","3,329 ",23,"Good",75,NA,54,"Great","Great","Great","Bad","High","Great","Okay","2,607 ","Good",NA,"Great","Okay","Okay","Great","Bad","Good","Great","Good","Good","Okay","Good","Good","Okay","Okay","pisa",375,NA,15,59,15,59
"376",2.41,NA,"Okay","Bad","Okay","1,242 ",11,"Good",31,NA,112,"Good","Good","Good","Good","Low","Great","Good","245 ","Bad",NA,"Great","Okay","Bad","Okay","Bad","Bad","Okay","Great","Okay","Good","Okay","Bad","Bad","Bad","fes",376,NA,28,82,27,81
"377",2.41,NA,"Okay","Okay","Okay","2,908 ",47,"Okay",80,NA,37,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Bad","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","north-little-rock",377,NA,28,82,32,90
"378",2.41,NA,"Okay","Okay","Okay","1,828 ",44,"Okay",61,NA,NA,"Okay","Great","Bad","Okay","Mediocre","Great","Great","704 ","Bad",NA,"Great","Bad","Okay","Bad","Bad","Bad","Good","Great","Okay","Good","Okay","Okay","Great","Bad","merida",378,NA,36,98,49,120
"379",2.41,NA,"Okay","Okay","Okay","3,076 ",52,"Okay",55,NA,37,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","bowling-green",379,NA,28,82,29,84
"380",2.41,NA,"Okay","Okay","Okay","2,906 ",52,"Okay",75,NA,30,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Okay","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","idaho-falls",380,NA,10,50,9,48
"381",2.41,NA,"Okay","Okay","Okay","3,140 ",53,"Okay",83,NA,40,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Bad","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","rogers",381,NA,26,79,29,84
"382",2.41,NA,"Good","Okay","Okay","3,318 ",71,"Okay",83,NA,40,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Okay","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","springdale",382,NA,26,79,29,84
"383",2.41,NA,"Okay","Bad","Okay","904 ",14,"Okay",26,NA,NA,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Bad","Okay","Great","Okay","Okay","Okay","Bad","Bad","Bad","durg",383,NA,38,101,39,102
"384",2.41,NA,"Okay","Bad","Okay","1,114 ",8,"Okay",48,NA,192,"Good","Okay","Good","Bad","Low","Very bad","Okay","113 ","Okay",NA,"Okay","Okay","Okay",NA,"Bad","Bad","Okay","Great","Okay","Okay","Okay","Okay","Bad","Bad","chittagong",384,NA,32,90,35,95
"385",2.41,NA,"Okay","Bad","Okay","1,416 ",16,"Okay",37,66,32,"Good","Great","Good","Bad","Mediocre",NA,"Good","905 ","Bad",NA,"Okay","Bad","Okay","Okay","Okay","Bad","Bad","Great","Okay","Okay","Okay","Okay","Bad","Bad","bursa",385,NA,26,78,26,79
"386",2.41,NA,"Okay","Good","Okay","3,059 ",44,"Okay",31,NA,22,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","sioux-city",386,NA,24,76,24,75
"387",2.41,NA,"Good","Okay","Okay","3,841 ",17,"Great",35,43,31,"Good","Good","Good","Okay","High","Great","Okay","1,969 ","Good",NA,"Bad","Okay","Okay",NA,"Okay","Okay","Good","Great","Great","Great","Good","Good","Good","Okay","limassol",387,NA,23,73,23,73
"388",2.41,NA,"Okay","Okay","Okay","3,138 ",35,"Okay",74,30,82,"Great","Great","Great","Bad","High","Great","Good","1,028 ","Okay",NA,"Great","Good","Okay","Great","Okay","Bad","Okay","Great","Great","Okay","Good","Bad","Bad","Okay","poznan",388,NA,9,48,7,45
"389",2.41,NA,"Good","Okay","Okay","2,621 ",34,"Great",76,50,51,"Great","Great","Great","Okay","High","Great","Bad","3,220 ","Bad",NA,"Great","Good","Okay","Good","Okay","Bad","Bad","Great","Great","Okay","Good","Good","Okay","Bad","kobe",389,NA,19,66,20,68
"390",2.41,NA,"Okay","Bad","Okay","1,296 ",15,"Okay",42,43,26,"Good","Great","Good","Bad","Mediocre",NA,"Good","905 ","Bad",NA,"Bad","Bad","Okay","Bad","Okay","Okay","Okay","Great","Okay","Good","Okay","Okay","Bad","Bad","gaziantep",390,NA,21,71,21,70
"391",2.41,NA,"Okay","Okay","Okay","3,119 ",63,"Okay",49,NA,33,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","springfield",391,NA,26,78,27,81
"392",2.41,NA,"Okay","Bad","Okay","1,576 ",22,"Good",55,NA,NA,"Good","Good","Good","Bad","High","Great","Okay","304 ","Bad",NA,"Okay","Okay","Okay",NA,"Bad","Okay","Okay",NA,NA,NA,"Good","Okay","Bad","Bad","gori",392,NA,18,65,19,66
"393",2.41,NA,"Okay","Okay","Okay","3,049 ",42,"Okay",66,NA,33,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Bad","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","muncie",393,NA,25,76,25,77
"394",2.41,NA,"Good","Okay","Okay","1,934 ",34,"Okay",81,13,57,"Great","Great","Great","Okay","High","Great","Bad","3,220 ","Bad",NA,"Great","Good","Okay","Good","Okay","Okay","Bad","Great","Great","Bad","Good","Okay","Okay","Bad","kagoshima",394,NA,21,70,21,70
"395",2.4,NA,"Okay","Okay","Okay","1,345 ",4,"Okay",80,163,91,"Great","Good","Great","Bad","Mediocre","Great","Good","677 ","Okay",NA,"Bad","Okay","Bad",NA,"Okay","Okay","Bad","Good","Okay","Okay","Bad","Okay","Okay","Bad","changzhou",395,NA,23,73,23,73
"396",2.4,NA,"Okay","Okay","Okay","2,969 ",50,"Okay",52,NA,NA,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","casper",396,NA,14,58,13,55
"397",2.4,NA,"Okay","Okay","Okay","1,190 ",26,"Okay",81,NA,39,"Good","Good","Good","Bad","Mediocre","Great","Good","792 ","Okay",NA,"Great","Good","Bad",NA,"Bad","Bad","Bad","Bad","Okay","Okay","Okay","Okay","Bad","Bad","malacca",397,NA,30,86,38,100
"398",2.4,NA,"Okay","Bad","Okay","1,483 ",11,"Okay",64,53,151,"Bad","Okay","Very bad","Okay","Low","Great","Good","346 ","Bad",NA,"Okay","Okay","Okay",NA,"Bad","Bad","Bad","Great","Bad","Good","Okay","Bad","Bad","Bad","guatemala-city",398,NA,29,84,32,90
"399",2.4,NA,"Good","Good","Good","5,913 ",77,"Good",83,38,2,"Great","Good","Great","Okay","High","Great","Good","6,634 ","Okay",NA,"Great","Good","Okay","Great","Great","Okay","Great","Great","Okay","Good","Great","Great","Great","Okay","zurich",399,NA,8,46,6,43
"400",2.4,NA,"Okay","Bad","Okay","1,330 ",5,"Great",98,NA,NA,"Okay","Good","Bad","Good","Mediocre","Great","Great","259 ","Bad",NA,"Bad","Okay","Bad",NA,"Bad","Bad","Bad","Bad","Okay","Great","Good","Bad","Okay","Bad","santa-cruz",400,NA,31,88,47,117
"401",2.4,NA,"Good","Okay","Okay","3,307 ",38,"Okay",93,34,11,"Great","Great","Great","Okay","High","Great",NA,"3,738 ","Good",NA,"Great","Good","Okay","Good","Good","Okay","Okay","Great","Bad","Great","Great","Great","Great","Okay","graz",401,NA,9,48,9,48
"402",2.4,NA,"Okay","Good","Okay","3,850 ",133,"Bad",88,52,31,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",1,"Great","Bad","Okay","Great","Bad","Good","Okay","Great","Great","Okay","Good","Okay","Great","Okay","houston",402,NA,28,82,33,91
"403",2.4,NA,"Okay","Okay","Okay","3,241 ",132,"Okay",40,NA,30,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay",NA,"Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","scranton",403,NA,18,64,18,64
"404",2.4,NA,"Okay","Bad","Okay","901 ",14,"Okay",20,NA,NA,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Bad","Okay","Great","Okay","Okay","Okay","Bad","Bad","Bad","jamshedpur",404,NA,39,102,38,100
"405",2.4,NA,"Okay","Okay","Okay","3,158 ",51,"Okay",20,NA,20,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","sioux-falls",405,NA,22,72,22,72
"406",2.4,NA,"Okay","Okay","Okay","2,971 ",58,"Okay",71,NA,30,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Okay","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","laredo",406,NA,34,94,46,115
"407",2.4,NA,"Okay","Bad","Okay","1,010 ",17,"Okay",55,NA,NA,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad",NA,"Bad","Okay","Okay","Great","Okay","Good","Okay","Bad","Bad","Bad","visakhapatnam",407,NA,34,94,40,104
"408",2.4,NA,"Okay","Okay","Okay","2,926 ",38,"Okay",55,NA,33,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","dothan",408,NA,27,81,28,82
"409",2.4,NA,"Okay","Bad","Okay","968 ",13,"Okay",21,NA,NA,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Okay","Bad","Bad",NA,"Bad","Bad","Okay","Great","Okay","Okay","Okay","Bad","Bad","Bad","bareilly",409,NA,37,98,36,97
"410",2.4,NA,"Okay","Okay","Okay","1,714 ",22,"Good",97,NA,NA,"Okay","Great","Okay","Good","High","Great","Good","1,037 ","Bad",NA,"Great","Okay","Okay","Great","Bad","Bad","Bad","Great","Okay","Okay","Good","Okay","Great","Bad","mar-del-plata",410,NA,21,69,21,70
"411",2.4,NA,"Okay","Bad","Okay","754 ",12,"Good",17,NA,137,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad","Good","Bad","Bad","Bad","Great","Bad","Okay","Okay","Bad","Bad","Bad","patna",411,NA,40,105,39,102
"412",2.4,NA,"Okay","Okay","Okay","3,192 ",57,"Okay",92,NA,35,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","harlingen",412,NA,24,75,24,75
"413",2.4,NA,"Good","Good","Okay","5,748 ",80,"Great",65,NA,33,"Good","Great","Good","Good","High","Great","Good","4,817 ","Good",4,"Great","Bad","Okay","Great","Bad","Great","Great","Great","Great","Great","Good","Okay","Great","Okay","miami",413,NA,27,80,29,84
"414",2.4,NA,"Okay","Okay","Okay","3,193 ",66,"Okay",94,NA,32,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Okay","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","port-arthur",414,NA,23,73,23,73
"415",2.4,NA,"Good","Okay","Okay","2,477 ",42,"Good",73,NA,58,"Great","Good","Great","Bad","High","Great","Good","2,315 ","Bad",NA,"Great","Okay","Okay",NA,"Okay","Bad","Great","Great","Great","Great","Good","Great","Okay","Okay","jeju-island",415,NA,17,62,18,64
"416",2.4,NA,"Okay","Okay","Okay","3,039 ",56,"Okay",65,NA,35,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay",NA,"Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","bossier-city",416,NA,27,81,29,84
"417",2.4,NA,"Good","Okay","Okay","3,216 ",60,"Okay",65,NA,23,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay",NA,"Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","grand-island",417,NA,24,76,24,75
"418",2.39,NA,"Good","Okay","Okay","3,606 ",21,"Good",80,NA,97,"Great","Great","Great","Bad","High","Great","Okay","2,607 ","Good",NA,"Great","Okay","Okay","Great","Bad","Bad","Great","Great","Good","Good","Good","Good","Good","Okay","padova",418,NA,14,58,14,57
"419",2.39,NA,"Good","Okay","Okay","3,037 ",63,"Good",76,NA,NA,"Great","Great","Great","Okay","High","Great","Okay","1,534 ","Okay",NA,"Bad","Good","Okay","Bad","Good","Good","Good","Good","Okay","Good","Great","Great","Great","Okay","sumperk",419,NA,7,44,6,43
"420",2.39,50,"Okay","Okay","Okay","1,626 ",12,"Okay",94,100,63,"Okay","Good","Okay","Okay","Mediocre","Great","Great","499 ","Bad",3,"Okay","Okay","Bad","Okay","Bad","Okay","Okay","Great","Okay","Good","Good","Good","Great","Bad","quito",420,50,16,61,16,61
"421",2.39,NA,"Good","Good","Okay","3,842 ",46,"Good",78,36,32,"Great","Great","Great","Okay","High","Great","Very bad","3,813 ","Good",2,"Great","Good","Okay","Great","Great","Okay","Good","Great","Okay","Okay","Great","Good","Great","Okay","tilburg",421,NA,10,49,8,46
"422",2.39,NA,"Okay","Bad","Okay","1,468 ",4,"Okay",58,NA,104,"Great","Good","Great","Bad","Mediocre","Great","Good","677 ","Bad",NA,"Okay","Okay","Bad","Okay","Okay","Okay","Bad","Bad","Bad","Okay","Bad","Okay","Okay","Bad","huainan",422,NA,23,74,23,73
"423",2.39,NA,"Okay","Bad","Okay","1,028 ",13,"Okay",19,NA,124,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad",NA,"Bad","Okay","Okay","Great","Good","Good","Okay","Bad","Bad","Bad","varanasi",423,NA,40,103,40,104
"424",2.39,NA,"Good","Good","Okay","3,881 ",30,"Okay",79,NA,48,"Great","Great","Great","Great","High","Great","Good","3,354 ","Great",NA,"Great","Okay","Okay","Great","Bad","Good","Okay","Great","Okay","Good","Good","Good","Great","Okay","norwich",424,NA,8,46,5,41
"425",2.39,NA,"Okay","Bad","Okay","1,095 ",13,"Okay",18,NA,145,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Bad","Bad","Great","Okay","Okay","Okay","Bad","Bad","Bad","dhanbad",425,NA,39,102,38,100
"426",2.39,NA,"Okay","Okay","Okay","2,986 ",45,"Okay",44,NA,36,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","warner-robins",426,NA,28,82,28,82
"427",2.39,NA,"Okay","Bad","Okay","1,200 ",15,"Okay",34,NA,101,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad","Okay","Bad","Okay","Bad","Great","Okay","Okay","Okay","Bad","Okay","Bad","ludhiana",427,NA,33,91,33,91
"428",2.39,NA,"Good","Okay","Okay","3,172 ",43,"Okay",31,NA,31,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay",NA,"Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","waterloo-ia",428,NA,21,70,21,70
"429",2.39,NA,"Okay","Bad","Okay","842 ",15,"Good",25,NA,315,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Bad","Okay","Great","Bad","Okay","Okay","Bad","Bad","Bad","raipur",429,NA,39,102,40,104
"430",2.39,NA,"Okay","Bad","Okay","2,047 ",10,"Good",76,NA,165,"Great","Good","Good",NA,"Mediocre","Great","Great","1,190 ","Bad",NA,"Great","Okay","Bad","Okay",NA,"Bad","Bad","Great","Great","Okay","Okay","Okay","Bad","Bad","muscat",430,NA,24,75,24,75
"431",2.39,NA,"Okay","Okay","Okay","3,222 ",49,"Okay",36,NA,31,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","cedar-rapids",431,NA,22,72,22,72
"432",2.39,NA,"Good","Good","Okay","3,424 ",80,"Bad",51,NA,38,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Great","Good","Great","Great","Good","Okay","Great","Okay","chattanooga",432,NA,27,81,28,82
"433",2.39,NA,"Okay","Bad","Okay","1,161 ",15,"Okay",70,NA,151,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad","Good","Bad","Bad","Bad","Great","Bad","Good","Okay","Bad","Bad","Bad","kozhikode",433,NA,31,88,38,100
"434",2.39,NA,"Okay","Okay","Okay","2,234 ",17,"Okay",82,51,40,"Bad","Good","Very bad","Okay","Mediocre","Okay","Great","425 ","Great",2,"Great","Bad","Bad",NA,"Bad","Bad","Okay","Great","Good","Good","Good","Okay","Great","Okay","port-elizabeth",434,NA,24,75,24,75
"435",2.39,NA,"Okay","Okay","Okay","3,449 ",29,"Okay",76,NA,29,"Great","Great","Great","Okay","High","Great","Good","3,354 ","Great",NA,"Bad","Okay","Okay","Great","Bad","Okay","Good","Bad","Good","Good","Good","Good","Great","Okay","sheffield",435,NA,7,45,6,43
"436",2.39,NA,"Good","Good","Okay","4,297 ",30,"Good",82,NA,31,"Great","Great","Great","Great","High","Great","Good","3,354 ","Great",NA,"Great","Okay","Okay","Great","Bad","Good","Great","Great","Good","Great","Good","Great","Great","Okay","oxford",436,NA,8,46,6,43
"437",2.39,NA,"Okay","Bad","Okay","798 ",14,"Okay",22,NA,364,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad",NA,"Bad","Bad","Bad","Great","Okay","Okay","Okay","Bad","Bad","Bad","gwalior",437,NA,37,98,37,99
"438",2.39,NA,"Okay","Bad","Okay","711 ",9,"Good",23,NA,NA,"Good","Bad","Good","Okay","Mediocre","Great","Bad","235 ","Bad",NA,"Great","Bad","Bad",NA,"Bad","Okay","Okay","Okay","Good","Good","Okay","Okay","Bad","Bad","luxor",438,NA,31,88,29,84
"439",2.39,NA,"Okay","Bad","Okay","1,161 ",10,"Okay",41,NA,NA,"Good","Okay","Okay","Okay","Low",NA,NA,"195 ","Bad",NA,"Great","Okay","Bad",NA,NA,"Okay","Okay","Great","Okay","Great","Bad","Good","Okay","Bad","luang-prabang",439,NA,35,94,38,100
"440",2.39,NA,"Okay","Okay","Okay","3,025 ",42,"Bad",82,NA,37,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Good","Bad","Okay","Good","Good","Bad","Great","Okay","memphis",440,NA,26,79,29,84
"441",2.39,NA,"Okay","Okay","Okay","3,327 ",109,"Okay",33,NA,30,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay",NA,"Bad","Okay","Good","Bad","Good","Okay","Good","Okay","Great","Okay","battle-creek",441,NA,19,67,19,66
"442",2.39,NA,"Okay","Bad","Okay","1,090 ",14,"Okay",27,NA,NA,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad","Bad","Bad","Bad","Bad","Great","Okay","Okay","Okay","Bad","Bad","Bad","jabalpur",442,NA,37,99,38,100
"443",2.39,NA,"Okay","Bad","Okay","922 ",18,"Okay",80,NA,35,"Great","Okay","Great","Good","Mediocre","Great","Good","298 ","Bad",NA,"Bad","Okay","Bad",NA,"Okay","Bad","Bad","Great","Bad","Okay","Okay","Bad","Bad","Bad","pekanbaru",443,NA,30,86,37,99
"444",2.39,NA,"Okay","Okay","Okay","1,705 ",32,"Okay",63,39,84,"Good","Good","Good",NA,"High","Great","Good","580 ","Bad",NA,"Great","Okay","Okay",NA,"Okay","Okay","Bad","Okay","Bad","Great","Good","Bad","Okay","Bad","bar",444,NA,20,69,21,70
"445",2.39,NA,"Good","Good","Okay","3,793 ",71,"Okay",64,NA,30,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Great","Great","Okay","Good","Good","Great","Great","Okay","sacramento",445,NA,18,64,19,66
"446",2.39,NA,"Good","Okay","Okay","3,841 ",95,"Okay",18,NA,32,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Okay","Bad","Okay","Good","Great",NA,NA,"Good","Good","Great","Okay","enterprise",446,NA,20,69,21,70
"447",2.39,NA,"Okay","Bad","Okay","1,434 ",17,"Bad",50,5,65,"Good","Great","Good",NA,"High","Great","Great","642 ","Bad",NA,"Okay","Okay","Bad","Good","Bad","Bad","Bad","Great",NA,"Okay","Okay","Okay","Bad","Bad","astana",447,NA,15,58,15,59
"448",2.38,NA,"Good","Okay","Okay","3,700 ",33,"Okay",44,78,21,"Good","Great","Good","Great","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay","Good","Okay","Okay","Bad","Great","Bad","Good","Great","Okay","Great","Okay","calgary",448,NA,12,53,12,54
"449",2.38,50,"Okay","Okay","Okay","1,922 ",78,"Okay",20,93,115,"Bad","Great","Bad","Okay","Mediocre","Great","Great","704 ","Bad",6,"Great","Bad","Okay","Bad","Bad","Bad","Okay","Great","Okay","Good","Okay","Okay","Great","Bad","guadalajara",449,50,32,90,30,86
"450",2.38,NA,"Good","Okay","Okay","2,573 ",35,"Okay",73,NA,NA,"Great","Great","Great","Good","High","Great","Okay","3,538 ","Good",NA,"Great","Good","Okay","Great","Bad","Bad","Bad","Good","Bad","Good","Great","Great","Great","Okay","jena",450,NA,7,45,5,41
"451",2.38,NA,"Okay","Okay","Okay","3,434 ",116,"Okay",34,NA,24,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Okay","Bad","Okay","Okay","Okay","Great","Great","Good","Okay","Great","Okay","fargo",451,NA,15,59,14,57
"452",2.38,NA,"Good","Okay","Okay","3,332 ",59,"Okay",51,NA,35,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay",NA,"Bad","Okay","Good","Bad",NA,NA,"Good","Good","Great","Okay","bethlehem",452,NA,20,68,21,70
"453",2.38,NA,"Okay","Okay","Okay","3,046 ",38,"Okay",84,NA,29,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","fort-smith",453,NA,28,82,32,90
"454",2.38,NA,"Good","Okay","Okay","3,238 ",53,NA,65,NA,66,"Great","Great","Great","Okay","Mediocre","Great","Good","1,646 ","Good",NA,"Okay","Good","Okay",NA,"Bad","Bad","Okay","Bad","Bad","Okay","Great","Good","Great","Okay","albufeira",454,NA,21,70,21,70
"455",2.38,NA,"Okay","Okay","Okay","3,009 ",38,"Okay",74,NA,37,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","conway",455,NA,28,83,31,88
"456",2.38,NA,"Bad","Bad","Okay","827 ",14,"Okay",23,NA,72,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Bad","Bad","Great","Bad","Bad","Okay","Bad","Bad","Bad","aurangabad",456,NA,39,102,39,102
"457",2.38,NA,"Okay","Okay","Okay","3,100 ",43,"Okay",82,NA,NA,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Good","Bad","Okay","Good","Bad",NA,NA,"Good","Bad","Great","Okay","jonesboro",457,NA,26,79,29,84
"458",2.38,NA,"Good","Good","Okay","3,431 ",153,"Okay",36,NA,23,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","burlington",458,NA,28,82,27,81
"459",2.38,NA,"Okay","Okay","Okay","3,190 ",50,"Okay",25,NA,23,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","eau-claire",459,NA,17,63,18,64
"460",2.38,NA,"Good","Good","Okay","4,530 ",30,"Great",66,NA,34,"Great","Great","Great","Great","High","Great","Good","3,354 ","Great",4,"Great","Okay","Okay","Great","Bad","Good","Okay","Great","Great","Great","Good","Good","Great","Okay","leeds",460,NA,9,48,7,45
"461",2.38,NA,"Okay","Bad","Okay","979 ",13,"Okay",69,NA,60,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Okay","Bad","Bad","Okay","Bad","Bad","Bad","Great","Bad","Okay","Okay","Bad","Bad","Bad","thiruvananthapuram",461,NA,32,89,40,104
"462",2.38,NA,"Good","Good","Okay","3,435 ",57,"Okay",41,NA,31,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","champaign",462,NA,25,77,25,77
"463",2.38,NA,"Okay","Bad","Okay","783 ",15,"Bad",72,NA,46,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad","Great","Bad","Okay","Bad","Great","Bad","Okay","Okay","Okay","Bad","Bad","kochi",463,NA,31,89,38,100
"464",2.38,NA,"Good","Good","Okay","3,291 ",30,"Bad",82,NA,36,"Great","Great","Great","Great","High","Great","Good","3,354 ","Great",NA,"Great","Okay","Okay","Good","Bad","Okay","Okay","Good","Bad","Okay","Good","Great","Great","Okay","coventry",464,NA,8,47,6,43
"465",2.38,NA,"Okay","Okay","Okay","3,317 ",67,"Okay",87,NA,NA,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Bad","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","bryan",465,NA,28,83,33,91
